restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1024182-d8866378,A l'Ardoise,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Manche"", ""Saint-Hilaire-du-Harcouet""]",France,Normandy,Basse-Normandie,Saint-Hilaire-du-Harcouet,"28 Place de la Motte, 50600 Saint-Hilaire-du-Harcouet France",48.576183,-1.092487,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 15 Restaurants in Saint-Hilaire-du-Harcouet,#1 of 16 places to eat in Saint-Hilaire-du-Harcouet,"Mid-range, French, European",€€-€€€,€10-€30,"Lunch, Dinner","French, European",,,N,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:30"", ""19:00-21:30""], ""Wed"": [""11:30-14:30"", ""19:00-21:30""], ""Thu"": [""11:30-14:30"", ""19:00-21:30""], ""Fri"": [""11:30-14:30"", ""19:00-22:30""], ""Sat"": [""11:30-14:30"", ""19:00-22:30""], ""Sun"": []}",5.0,29.5,10.0,4.5,197.0,English,43.0,31.0,11.0,0.0,1.0,0.0,4.5,4.5,4.5,,,2012-10-03,2016-07-07
g1024184-d2215999,Restaurant Auberge de la baie,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Manche"", ""Ardevon""]",France,Normandy,Basse-Normandie,Ardevon,"275 route de la Rive, 50170 Ardevon France",48.615982,-1.488425,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2016",#1 of 1 Restaurant in Ardevon,#1 of 1 places to eat in Ardevon,"Mid-range, French, European",€€-€€€,,"Breakfast, Lunch, Dinner","French, European",,"Outdoor Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Full Bar, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""11:45-14:00"", ""18:45-21:00""], ""Tue"": [""11:45-14:00"", ""18:45-21:00""], ""Wed"": [""11:45-14:00"", ""18:45-21:00""], ""Thu"": [""11:45-14:00"", ""18:45-21:00""], ""Fri"": [""11:45-14:00"", ""18:45-21:00""], ""Sat"": [""11:45-14:00"", ""18:45-21:00""], ""Sun"": [""11:45-14:00"", ""18:45-21:00""]}",7.0,31.5,14.0,4.0,304.0,English,62.0,18.0,27.0,6.0,5.0,6.0,4.0,4.0,4.0,3.5,,2016-01-15,2017-12-06
g1024186-d6839181,The Oystercatcher,"[""Europe"", ""France"", ""Brittany"", ""Ille-et-Vilaine"", ""Saint Marcan""]",France,Brittany,Ille-et-Vilaine,Saint Marcan,"7 le Bourg, 35120 Saint Marcan France",48.588,-1.634103,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 1 Restaurant in Saint Marcan,#1 of 1 places to eat in Saint Marcan,"Cheap Eats, Bar, British, Pub",€,€3-€8,Dinner,"Bar, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Table Service",Y,N,N,"{""Mon"": [""17:00-20:30""], ""Tue"": [""17:00-20:30""], ""Wed"": [], ""Thu"": [""17:00-20:30""], ""Fri"": [""17:00-20:30""], ""Sat"": [""17:00-20:30""], ""Sun"": [""17:00-20:30""]}",6.0,21.0,6.0,5.0,115.0,English,76.0,67.0,8.0,0.0,1.0,0.0,4.5,5.0,5.0,5.0,"chicken curry, mont saint michel, kevin, beer, accueil",2018-10-06,2021-10-01
g1024187-d10432117,L'Auberge du Douet De La Taille,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Saint-Martin-aux-Chartrains""]",France,Normandy,Basse-Normandie,Saint-Martin-aux-Chartrains,"Route de Trouville, 14130 Saint-Martin-aux-Chartrains France",49.31117,0.14538,Unclaimed,,#2 of 5 Restaurants in Saint-Martin-aux-Chartrains,#2 of 5 places to eat in Saint-Martin-aux-Chartrains,"Cheap Eats, French",€,,Dinner,French,,"Reservations, Seating, Wheelchair Accessible, Table Service",N,N,N,,,,,4.5,19.0,All languages,19.0,9.0,10.0,0.0,0.0,0.0,4.0,4.5,5.0,,,2017-05-14,2021-10-01
g1024187-d10539949,Auberge de la Truite,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Saint-Martin-aux-Chartrains""]",France,Normandy,Basse-Normandie,Saint-Martin-aux-Chartrains,"Route de Pont l’Evêque Le Douet De La Taille, 14130 Saint-Martin-aux-Chartrains France",49.307327,0.153827,Claimed,Certificate of Excellence 2018,#1 of 5 Restaurants in Saint-Martin-aux-Chartrains,#1 of 5 places to eat in Saint-Martin-aux-Chartrains,"Mid-range, French, Gluten Free Options",€€-€€€,€15-€30,,French,Gluten Free Options,,N,N,Y,"{""Mon"": [""12:00-15:00""], ""Tue"": [""12:00-15:00""], ""Wed"": [""12:00-15:00""], ""Thu"": [""12:00-15:00""], ""Fri"": [""12:00-15:00"", ""19:00-22:00""], ""Sat"": [""12:00-15:00"", ""19:00-22:00""], ""Sun"": [""12:00-15:00""]}",7.0,27.0,9.0,4.5,39.0,English,3.0,1.0,1.0,0.0,0.0,1.0,4.5,4.5,4.0,,,2015-01-18,2016-06-24
g1024187-d1339181,Laloux,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Saint-Martin-aux-Chartrains""]",France,Normandy,Basse-Normandie,Saint-Martin-aux-Chartrains,"Le Douet de la Taille, 14130 Saint-Martin-aux-Chartrains France",49.30984,0.15491,Unclaimed,,#3 of 5 Restaurants in Saint-Martin-aux-Chartrains,#3 of 5 places to eat in Saint-Martin-aux-Chartrains,"Cheap Eats, French",€,,Lunch,French,,"Reservations, Wheelchair Accessible, Seating, Table Service",N,N,N,,,,,4.5,12.0,English,1.0,0.0,0.0,1.0,0.0,0.0,4.5,4.5,4.5,,,2023-06-18,2023-12-31
g1024187-d19112889,Le 110,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Saint-Martin-aux-Chartrains""]",France,Normandy,Basse-Normandie,Saint-Martin-aux-Chartrains,"4 Route de Pont l' Évêque, 14130 Saint-Martin-aux-Chartrains France",,,Unclaimed,,#4 of 5 Restaurants in Saint-Martin-aux-Chartrains,#4 of 5 places to eat in Saint-Martin-aux-Chartrains,Cheap Eats,€,,,,,,N,N,N,,,,,4.5,4.0,All languages,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,2017-03-06,2017-07-11
g1024187-d19432944,Le 670,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Saint-Martin-aux-Chartrains""]",France,Normandy,Basse-Normandie,Saint-Martin-aux-Chartrains,"670 route de Pont L Eveque, 14130 Saint-Martin-aux-Chartrains France",49.30558,0.1626,Claimed,,#5 of 5 Restaurants in Saint-Martin-aux-Chartrains,#5 of 5 places to eat in Saint-Martin-aux-Chartrains,"Mid-range, French",€€-€€€,€14-€25,"Breakfast, Lunch, Dinner, Drinks",French,,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00""], ""Wed"": [""12:00-14:00""], ""Thu"": [""12:00-14:00""], ""Fri"": [""12:00-14:00"", ""18:00-22:00""], ""Sat"": [""12:00-14:00"", ""18:00-22:00""], ""Sun"": []}",5.0,18.0,7.0,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,2021-04-25,2022-03-12
g1024188-d6601220,O'Garden,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Branville""]",France,Normandy,Basse-Normandie,Branville,"Village Club Normandy Garden Le Lieu Bourdon, 14430 Branville France",49.2609,0.018518,Claimed,,#1 of 1 Restaurant in Branville,#1 of 1 places to eat in Branville,"Mid-range, French, European",€€-€€€,,"Breakfast, Lunch, Dinner","French, European",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Validated Parking",N,N,N,,,,,3.5,145.0,English,3.0,0.0,2.0,0.0,1.0,0.0,3.5,3.5,3.5,,,2020-04-24,2020-09-20
g1024190-d1093998,Le Rollon,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"44 rue Hamelin, 14130, Pont-L'Eveque France",49.288548,0.1892,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#7 of 26 Restaurants in Pont-L'Eveque,#7 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.5,235.0,English,19.0,11.0,7.0,1.0,0.0,0.0,4.5,4.5,4.5,3.5,,2017-10-25,2021-07-17
g1024190-d1180933,Le Vaucelles,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"39 rue de Vaucelles Pont L'eveque, 14130, Pont-L'Eveque France",49.28354,0.180684,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#6 of 26 Restaurants in Pont-L'Eveque,#6 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Seating, Wheelchair Accessible, Accepts Visa, Digital Payments, Reservations, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,,,,,4.5,462.0,English,17.0,10.0,6.0,1.0,0.0,0.0,4.5,4.5,4.5,4.0,,2022-05-29,2023-12-26
g1024190-d12674493,Le Havrais,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"16 Place Jean Bureau, 14130, Pont-L'Eveque France",49.2864,0.18666,Unclaimed,,#21 of 26 Restaurants in Pont-L'Eveque,#23 of 34 places to eat in Pont-L'Eveque,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Seating, Table Service, Reservations, Outdoor Seating, Wheelchair Accessible",N,N,N,,,,,4.0,18.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.5,4.0,,,2011-10-18,2016-04-12
g1024190-d12694964,L'Atelier Gourmand,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"37 rue de Vaucelles, 14130, Pont-L'Eveque France",49.28342,0.180669,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#1 of 26 Restaurants in Pont-L'Eveque,#1 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, Vegetarian Friendly",€€-€€€,€9-€15,,French,Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": [""12:00-14:00""]}",6.0,27.0,11.0,5.0,150.0,English,5.0,2.0,3.0,0.0,0.0,0.0,4.5,5.0,4.5,,,2022-11-22,2023-12-31
g1024190-d13327702,Pizza Burger,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"38 Rue St Melaine, 14130, Pont-L'Eveque France",49.29215,0.1897,Unclaimed,,#25 of 26 Restaurants in Pont-L'Eveque,#27 of 34 places to eat in Pont-L'Eveque,"Mid-range, American, Fast food, Barbecue",€€-€€€,,,"American, Barbecue, Fast food",,,N,N,N,,,,,3.5,14.0,All languages,14.0,5.0,3.0,1.0,1.0,4.0,,,,,,2021-11-25,2023-12-31
g1024190-d14792738,Au Petit Louis,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"13 rue Saint Melaine, 14130, Pont-L'Eveque France",49.29079,0.19041,Unclaimed,,#23 of 26 Restaurants in Pont-L'Eveque,#25 of 34 places to eat in Pont-L'Eveque,"French, American, Pizza, Fast food",,,"Lunch, Dinner","French, American, Pizza, Fast food",,"Table Service, Reservations, Seating",N,N,N,,,,,4.0,15.0,All languages,15.0,9.0,3.0,0.0,1.0,2.0,,,,,,2017-01-18,2020-01-23
g1024190-d15141182,Le Saint Honore,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"12 rue de la Croix Brisee, 14130, Pont-L'Eveque France",49.28973,0.191881,Claimed,,#1 of 2 Coffee & Tea in Pont-L'Eveque,#16 of 34 places to eat in Pont-L'Eveque,"Mid-range, Dessert, French",€€-€€€,,"Lunch, Drinks",French,,"Reservations, Seating, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""10:30-20:00""], ""Fri"": [""10:30-20:00""], ""Sat"": [""10:30-20:00""], ""Sun"": [""10:30-20:00""]}",4.0,38.0,4.0,5.0,24.0,All languages,24.0,23.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,,,2020-04-07,
g1024190-d1833053,Auberge de la Touques,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"2 Place de l Eglise, 14130, Pont-L'Eveque France",,,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#11 of 26 Restaurants in Pont-L'Eveque,#11 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner, After-hours","French, European",,"Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Highchairs Available, Gift Cards Available",N,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-21:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:00-14:00"", ""19:00-21:30""], ""Fri"": [""12:00-14:00"", ""19:00-21:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:00""], ""Sun"": [""12:00-14:30"", ""19:00-21:00""]}",5.0,23.0,10.0,4.0,562.0,English,37.0,18.0,10.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,,2017-04-13,2019-08-23
g1024190-d20105050,La cle de sole,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"36 rue Saint Michel, 14130, Pont-L'Eveque France",49.285633,0.184553,Claimed,,#8 of 26 Restaurants in Pont-L'Eveque,#8 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, Healthy",€€-€€€,,"Lunch, Dinner","French, Healthy",,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:30-14:00"", ""19:30-21:00""], ""Fri"": [""12:30-14:00"", ""19:30-21:00""], ""Sat"": [""12:30-14:00"", ""19:30-21:00""], ""Sun"": [""12:30-14:00"", ""19:30-21:00""]}",4.0,12.0,8.0,5.0,53.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.5,5.0,4.5,,,2013-10-05,2018-05-26
g1024190-d21093074,La Bufala,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"8 rue des Stellaires, 14130, Pont-L'Eveque France",49.28334,0.17605,Unclaimed,,,,Southern-Italian,,,,Southern-Italian,,,N,N,N,,,,,,,,,,,,,,,,,,,2021-03-12,2023-12-31
g1024190-d21093075,La Bufala,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"24 rue Georges Clemenceau, 14130, Pont-L'Eveque France",49.28983,0.192588,Claimed,,#18 of 26 Restaurants in Pont-L'Eveque,#20 of 34 places to eat in Pont-L'Eveque,"Mid-range, Italian, Northern-Italian",€€-€€€,,"Dinner, Lunch","Italian, Northern-Italian",,"Reservations, Table Service",N,N,N,,,,,4.5,11.0,All languages,11.0,9.0,1.0,1.0,0.0,0.0,,,,,,2013-06-11,
g1024190-d21169700,Eden Park Restaurant panoramique,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"Rd 48 Route du lac, 14130, Pont-L'Eveque France",49.270638,0.198928,Claimed,,#20 of 26 Restaurants in Pont-L'Eveque,#22 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, Dining bars",€€-€€€,€18-€23,"Breakfast, Lunch, Dinner, Drinks","French, Dining bars",,,N,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-22:00""], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": [""12:00-14:00"", ""19:00-21:00""]}",7.0,34.0,14.0,5.0,6.0,All languages,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,2014-05-27,2018-07-26
g1024190-d2215625,Auberge des Dominicaines,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"63 rue Saint Michel, 14130, Pont-L'Eveque France",49.285038,0.183172,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013",#10 of 26 Restaurants in Pont-L'Eveque,#10 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner, After-hours","French, European",,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,,,,,4.0,313.0,English,23.0,10.0,8.0,3.0,2.0,0.0,4.0,4.0,4.0,4.0,,2017-04-08,2018-04-09
g1024190-d2440516,Le Normandie,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"6 Place Jean Bureau, 14130, Pont-L'Eveque France",49.28667,0.186904,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#12 of 26 Restaurants in Pont-L'Eveque,#12 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, Bar, European",€€-€€€,,"Lunch, Breakfast, Dinner","French, Bar, European, Pub",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Wheelchair Accessible, Full Bar",N,N,N,"{""Mon"": [""07:00-19:00""], ""Tue"": [""07:00-19:00""], ""Wed"": [], ""Thu"": [""07:00-19:00""], ""Fri"": [""07:00-19:00""], ""Sat"": [""07:30-19:30""], ""Sun"": [""07:45-18:00""]}",6.0,70.25,6.0,4.0,91.0,English,11.0,4.0,6.0,0.0,1.0,0.0,4.0,4.5,4.0,4.0,,2021-09-20,2021-12-27
g1024190-d3258150,La Popote en Cocotte,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"35 rue de Vaucelles, 14130, Pont-L'Eveque France",49.283478,0.180778,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#4 of 26 Restaurants in Pont-L'Eveque,#4 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European, Healthy",€€-€€€,€17-€24,"Lunch, Dinner","French, European, Healthy",,,N,N,N,"{""Mon"": [""12:00-13:30"", ""19:00-21:30""], ""Tue"": [], ""Wed"": [], ""Thu"": [""09:00-13:30"", ""19:00-21:00""], ""Fri"": [""12:00-13:30"", ""19:00-21:00""], ""Sat"": [""12:00-13:30"", ""19:00-21:30""], ""Sun"": [""12:00-13:30"", ""19:00-21:00""]}",5.0,21.5,10.0,4.5,756.0,English,28.0,22.0,4.0,2.0,0.0,0.0,4.5,4.5,4.5,4.0,,2015-05-17,2016-03-19
g1024190-d3381109,Chez Maguy,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"10 rue Georges Clemenceau, 14130, Pont-L'Eveque France",49.28998,0.19204,Unclaimed,,#17 of 26 Restaurants in Pont-L'Eveque,#19 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, French",€,,"Lunch, Dinner",French,,"Reservations, Seating, Table Service, Takeout, Wheelchair Accessible, Serves Alcohol",N,N,N,,,,,4.0,62.0,English,4.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,,,2016-12-01,2017-12-20
g1024190-d3446842,Restaurant Berbere,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"7 Place Busnel, 14130, Pont-L'Eveque France",49.2904,0.191053,Claimed,,#16 of 26 Restaurants in Pont-L'Eveque,#18 of 34 places to eat in Pont-L'Eveque,"Mid-range, Moroccan, Mediterranean, Middle Eastern",€€-€€€,€16-€26,"Lunch, Dinner","Moroccan, Mediterranean, Middle Eastern",,,N,N,N,,,,,3.5,129.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.5,3.5,,2010-08-01,2013-07-26
g1024190-d4310270,La Pomme D'or,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"52 rue Saint Michel, 14130, Pont-L'Eveque France",49.28524,0.18358,Unclaimed,,#24 of 26 Restaurants in Pont-L'Eveque,#26 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, French",€,,Lunch,French,,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Wheelchair Accessible",N,N,N,,,,,3.5,44.0,English,3.0,0.0,3.0,0.0,0.0,0.0,3.5,3.5,4.0,,,2011-08-16,2012-09-17
g1024190-d5799428,Le Confluent,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"599 rue du Confluent Dans L'Oise, 60400, Pont-L'Eveque France",49.56045,2.984198,Unclaimed,,#19 of 26 Restaurants in Pont-L'Eveque,#21 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, French",€,,Dinner,French,,"Reservations, Seating, Takeout, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.5,30.0,All languages,30.0,17.0,9.0,2.0,0.0,2.0,4.0,4.0,4.5,,,,2014-10-05
g1024190-d6440828,Spa Le Lion d'Or,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"8 Place Busnel Hotel et Spa Le Lion d'Or, 14130, Pont-L'Eveque France",49.290417,0.191269,Unclaimed,,#14 of 26 Restaurants in Pont-L'Eveque,#14 of 34 places to eat in Pont-L'Eveque,"Mid-range, French",€€-€€€,,Breakfast,French,,"Seating, Wheelchair Accessible, Reservations, Validated Parking, Serves Alcohol, Table Service",N,N,N,,,,,4.0,72.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.5,,,2011-01-04,2012-09-06
g1024190-d6702809,Auberge du Domaine du Lac,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"Route du Mesnil - Blangy le Château, 14130, Pont-L'Eveque France",49.24835,0.27288,Unclaimed,,#26 of 26 Restaurants in Pont-L'Eveque,#28 of 34 places to eat in Pont-L'Eveque,,,,Dinner,,,,N,N,N,,,,,2.5,5.0,All languages,5.0,1.0,1.0,0.0,0.0,3.0,,,,,,2022-02-26,2023-07-17
g1024190-d6784793,Le Stop,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"7 route de Rouen, 14130, Pont-L'Eveque France",49.290573,0.191409,Unclaimed,,#13 of 26 Restaurants in Pont-L'Eveque,#13 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, French",€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.5,44.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5,5.0,,,2021-10-14,2023-12-31
g1024190-d7045139,A table,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"Zone Commerciale du Grieu, 14130, Pont-L'Eveque France",49.286297,0.205311,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#9 of 26 Restaurants in Pont-L'Eveque,#9 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,€6-€20,"Lunch, Drinks","French, European",,,N,N,N,"{""Mon"": [""09:00-19:00""], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""09:00-18:00""], ""Sun"": []}",6.0,59.0,6.0,4.5,110.0,English,4.0,2.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,,2023-09-24
